year,sido,sigungu,vehicle_type,manufacturer,model_name,national_subsidy,local_subsidy,total_subsidy
2026,충남,계룡시,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190.0,197.0,387.0
2026,충남,계룡시,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154.0,159.0,313.0
2026,충남,계룡시,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162.0,168.0,330.0
2026,충남,계룡시,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247.0,255.0,502.0
2026,충남,계룡시,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222.0,230.0,452.0
2026,충남,계룡시,일반승용,비와이디코리아,BYD ATTO 3,126.0,130.0,256.0
2026,충남,계룡시,일반승용,비와이디코리아,BYD DOLPHIN,109.0,113.0,222.0
2026,충남,계룡시,일반승용,비와이디코리아,BYD DOLPHIN Active,132.0,137.0,269.0
2026,충남,계룡시,일반승용,비와이디코리아,BYD SEAL,169.0,175.0,344.0
2026,충남,계룡시,일반승용,비와이디코리아,BYD SEAL Dynamic AWD,151.0,156.0,307.0
2026,충남,계룡시,일반승용,비와이디코리아,BYD SEALION 7,152.0,157.0,309.0
2026,충남,계룡시,일반승용,케이지모빌리티,토레스 EVX 18인치,354.0,366.0,720.0
2026,충남,계룡시,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361.0,373.0,734.0
2026,충남,계룡시,일반승용,케이지모빌리티,토레스 EVX 20인치,344.0,356.0,700.0
2026,충남,계룡시,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354.0,366.0,720.0
2026,충남,계룡시,일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,327.0,339.0,666.0
2026,충남,계룡시,일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,312.0,323.0,635.0
2026,충남,계룡시,일반승용,테슬라코리아,Model 3 Performance,200.0,207.0,407.0
2026,충남,계룡시,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420.0,435.0,855.0
2026,충남,계룡시,일반승용,테슬라코리아,Model 3 RWD,168.0,174.0,342.0
2026,충남,계룡시,일반승용,테슬라코리아,Model 3 RWD(2025),168.0,174.0,342.0
2026,충남,계룡시,일반승용,테슬라코리아,Model Y L AWD,210.0,217.0,427.0
2026,충남,계룡시,일반승용,테슬라코리아,Model Y Long Range(2025),210.0,217.0,427.0
2026,충남,계룡시,일반승용,테슬라코리아,Model Y Premium Long Range,210.0,217.0,427.0
2026,충남,계룡시,일반승용,테슬라코리아,Model Y Premium RWD,170.0,176.0,346.0
2026,충남,계룡시,일반승용,테슬라코리아,Model Y RWD(2025),170.0,176.0,346.0
2026,충남,계룡시,일반승용,폭스바겐그룹코리아,ID.4 Pro,432.0,447.0,879.0
2026,충남,계룡시,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206.0,213.0,419.0
2026,충남,계룡시,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206.0,213.0,419.0
2026,충남,계룡시,일반승용,폭스바겐그룹코리아,Q6 e-tron performance,220.0,228.0,448.0
2026,충남,계룡시,일반승용,현대자동차,ELECTRIFIED G80,270.0,279.0,549.0
2026,충남,계룡시,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261.0,270.0,531.0
2026,충남,계룡시,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245.0,253.0,498.0
2026,충남,계룡시,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285.0,295.0,580.0
2026,충남,계룡시,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,272.0,282.0,554.0
2026,충남,계룡시,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,261.0,270.0,531.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,564.0,583.0,1147.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,567.0,587.0,1154.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,559.0,579.0,1138.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,541.0,560.0,1101.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483.0,500.0,983.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558.0,577.0,1135.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532.0,550.0,1082.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510.0,528.0,1038.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570.0,590.0,1160.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570.0,590.0,1160.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570.0,590.0,1160.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560.0,579.0,1139.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570.0,590.0,1160.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553.0,572.0,1125.0
2026,충남,계룡시,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537.0,555.0,1092.0
2026,충남,계룡시,일반승용,현대자동차,스타리아 리무진 일렉트릭 6인승,229.0,237.0,466.0
2026,충남,계룡시,일반승용,현대자동차,아이오닉6 N,250.0,258.0,508.0
2026,충남,계룡시,일반승용,현대자동차,아이오닉9 성능형 AWD,272.0,282.0,554.0
2026,충남,계룡시,일반승용,현대자동차,아이오닉9 항속형 2WD,274.0,283.0,557.0
2026,충남,계룡시,일반승용,현대자동차,아이오닉9 항속형 AWD,271.0,280.0,551.0
2026,충남,계룡시,경·소형,현대자동차,캐스퍼 일렉트릭 기본형 15인치,490.0,463.0,953.0
2026,충남,계룡시,경·소형,현대자동차,캐스퍼 일렉트릭 크로스 17인치,487.0,460.0,947.0
2026,충남,계룡시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,490.0,463.0,953.0
2026,충남,계룡시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),490.0,463.0,953.0
2026,충남,계룡시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,514.0,531.0,1045.0
2026,충남,계룡시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,514.0,531.0,1045.0
2026,충남,계룡시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459.0,475.0,934.0
2026,충남,계룡시,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437.0,452.0,889.0
2026,충남,당진시,일반승용,BMW,MINI Aceman E,400.0,414.0,814.0
2026,충남,당진시,일반승용,BMW,MINI Aceman SE,400.0,414.0,814.0
2026,충남,당진시,일반승용,BMW,MINI Cooper SE,396.0,410.0,806.0
2026,충남,당진시,일반승용,BMW,MINI Countryman E,217.0,225.0,442.0
2026,충남,당진시,일반승용,BMW,MINI Countryman SE ALL4,203.0,210.0,413.0
2026,충남,당진시,일반승용,BMW,MINI JCW Aceman E,197.0,204.0,401.0
2026,충남,당진시,일반승용,BMW,MINI JCW E,191.0,198.0,389.0
2026,충남,당진시,일반승용,BMW,i4 M60 LCI (71HD),233.0,241.0,474.0
2026,충남,당진시,일반승용,BMW,i4 eDrive 40 LCI(21HD),244.0,252.0,496.0
2026,충남,당진시,일반승용,BMW,i4 eDrive 40 LCI(61HD),256.0,265.0,521.0
2026,충남,당진시,일반승용,BMW,i5 eDrive 40,262.0,271.0,533.0
2026,충남,당진시,일반승용,BMW,iX1 eDrive20,212.0,219.0,431.0
2026,충남,당진시,일반승용,BMW,iX1 xDrive30,192.0,198.0,390.0
2026,충남,당진시,일반승용,BMW,iX2 eDrive20,214.0,222.0,436.0
2026,충남,당진시,일반승용,기아,EV3 GT,248.0,257.0,505.0
2026,충남,당진시,일반승용,기아,EV3 롱레인지 2WD 17인치,555.0,574.0,1129.0
2026,충남,당진시,일반승용,기아,EV3 롱레인지 2WD 19인치,555.0,574.0,1129.0
2026,충남,당진시,일반승용,기아,EV3 롱레인지 4WD 19인치,539.0,558.0,1097.0
2026,충남,당진시,일반승용,기아,EV3 스탠다드 2WD,469.0,485.0,954.0
2026,충남,당진시,일반승용,기아,EV4 GT,255.0,264.0,519.0
2026,충남,당진시,일반승용,기아,EV4 롱레인지 2WD 17인치,555.0,574.0,1129.0
2026,충남,당진시,일반승용,기아,EV4 롱레인지 2WD 19인치,555.0,574.0,1129.0
2026,충남,당진시,일반승용,기아,EV4 롱레인지 4WD 19인치,554.0,573.0,1127.0
2026,충남,당진시,일반승용,기아,EV4 롱레인지 GTL 2WD 19인치,555.0,574.0,1129.0
2026,충남,당진시,일반승용,기아,EV4 스탠다드 2WD 17인치,512.0,530.0,1042.0
2026,충남,당진시,일반승용,기아,EV4 스탠다드 2WD 19인치,481.0,498.0,979.0
2026,충남,당진시,일반승용,기아,EV5 GT,232.0,240.0,472.0
2026,충남,당진시,일반승용,기아,EV5 롱레인지 2WD,552.0,571.0,1123.0
2026,충남,당진시,일반승용,기아,EV5 롱레인지 4WD 18인치,499.0,516.0,1015.0
2026,충남,당진시,일반승용,기아,EV5 롱레인지 4WD 19인치,493.0,510.0,1003.0
2026,충남,당진시,일반승용,기아,EV9 GT,245.0,253.0,498.0
2026,충남,당진시,일반승용,기아,EV9 롱레인지 2WD 19인치,270.0,279.0,549.0
2026,충남,당진시,일반승용,기아,EV9 롱레인지 2WD 20인치,268.0,277.0,545.0
2026,충남,당진시,일반승용,기아,EV9 롱레인지 4WD 19인치,254.0,263.0,517.0
2026,충남,당진시,일반승용,기아,EV9 롱레인지 4WD 21인치,260.0,269.0,529.0
2026,충남,당진시,일반승용,기아,EV9 롱레인지 GTL 4WD 21인치,252.0,261.0,513.0
2026,충남,당진시,일반승용,기아,EV9 스탠다드,237.0,245.0,482.0
2026,충남,당진시,일반승용,기아,PV5 패신저 5인승 롱레인지,458.0,474.0,932.0
2026,충남,당진시,일반승용,기아,Pv5 WAV(비용 미지원),648.0,600.0,1248.0
2026,충남,당진시,일반승용,기아,Pv5 WAV(비용 지원),448.0,463.0,911.0
2026,충남,당진시,일반승용,기아,The all-new Kia Niro EV,489.0,506.0,995.0
2026,충남,당진시,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570.0,590.0,1160.0
2026,충남,당진시,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559.0,579.0,1138.0
2026,충남,당진시,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561.0,580.0,1141.0
2026,충남,당진시,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532.0,550.0,1082.0
2026,충남,당진시,일반승용,기아,더뉴EV6 스탠다드,501.0,519.0,1020.0
2026,충남,당진시,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457.0,431.0,888.0
2026,충남,당진시,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457.0,431.0,888.0
2026,충남,당진시,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457.0,431.0,888.0
2026,충남,당진시,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190.0,197.0,387.0
2026,충남,당진시,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154.0,159.0,313.0
2026,충남,당진시,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162.0,168.0,330.0
2026,충남,당진시,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247.0,255.0,502.0
2026,충남,당진시,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222.0,230.0,452.0
2026,충남,당진시,일반승용,비와이디코리아,BYD ATTO 3,126.0,130.0,256.0
2026,충남,당진시,일반승용,비와이디코리아,BYD DOLPHIN,109.0,113.0,222.0
2026,충남,당진시,일반승용,비와이디코리아,BYD DOLPHIN Active,132.0,137.0,269.0
2026,충남,당진시,일반승용,비와이디코리아,BYD SEAL,169.0,175.0,344.0
2026,충남,당진시,일반승용,비와이디코리아,BYD SEAL Dynamic AWD,151.0,156.0,307.0
2026,충남,당진시,일반승용,비와이디코리아,BYD SEALION 7,152.0,157.0,309.0
2026,충남,당진시,일반승용,케이지모빌리티,토레스 EVX 18인치,354.0,366.0,720.0
2026,충남,당진시,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361.0,373.0,734.0
2026,충남,당진시,일반승용,케이지모빌리티,토레스 EVX 20인치,344.0,356.0,700.0
2026,충남,당진시,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354.0,366.0,720.0
2026,충남,당진시,일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,327.0,339.0,666.0
2026,충남,당진시,일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,312.0,323.0,635.0
2026,충남,당진시,일반승용,테슬라코리아,Model 3 Performance,200.0,207.0,407.0
2026,충남,당진시,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420.0,435.0,855.0
2026,충남,당진시,일반승용,테슬라코리아,Model 3 RWD,168.0,174.0,342.0
2026,충남,당진시,일반승용,테슬라코리아,Model 3 RWD(2025),168.0,174.0,342.0
2026,충남,당진시,일반승용,테슬라코리아,Model Y L AWD,210.0,217.0,427.0
2026,충남,당진시,일반승용,테슬라코리아,Model Y Long Range(2025),210.0,217.0,427.0
2026,충남,당진시,일반승용,테슬라코리아,Model Y Premium Long Range,210.0,217.0,427.0
2026,충남,당진시,일반승용,테슬라코리아,Model Y Premium RWD,170.0,176.0,346.0
2026,충남,당진시,일반승용,테슬라코리아,Model Y RWD(2025),170.0,176.0,346.0
2026,충남,당진시,일반승용,폭스바겐그룹코리아,ID.4 Pro,432.0,447.0,879.0
2026,충남,당진시,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206.0,213.0,419.0
2026,충남,당진시,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206.0,213.0,419.0
2026,충남,당진시,일반승용,폭스바겐그룹코리아,Q6 e-tron performance,220.0,228.0,448.0
2026,충남,당진시,일반승용,현대자동차,ELECTRIFIED G80,270.0,279.0,549.0
2026,충남,당진시,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261.0,270.0,531.0
2026,충남,당진시,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245.0,253.0,498.0
2026,충남,당진시,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285.0,295.0,580.0
2026,충남,당진시,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,272.0,282.0,554.0
2026,충남,당진시,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,261.0,270.0,531.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,564.0,583.0,1147.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,567.0,587.0,1154.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,559.0,579.0,1138.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,541.0,560.0,1101.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483.0,500.0,983.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558.0,577.0,1135.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532.0,550.0,1082.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510.0,528.0,1038.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570.0,590.0,1160.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570.0,590.0,1160.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570.0,590.0,1160.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560.0,579.0,1139.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570.0,590.0,1160.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553.0,572.0,1125.0
2026,충남,당진시,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537.0,555.0,1092.0
2026,충남,당진시,일반승용,현대자동차,스타리아 리무진 일렉트릭 6인승,229.0,237.0,466.0
2026,충남,당진시,일반승용,현대자동차,아이오닉6 N,250.0,258.0,508.0
2026,충남,당진시,일반승용,현대자동차,아이오닉9 성능형 AWD,272.0,282.0,554.0
2026,충남,당진시,일반승용,현대자동차,아이오닉9 항속형 2WD,274.0,283.0,557.0
2026,충남,당진시,일반승용,현대자동차,아이오닉9 항속형 AWD,271.0,280.0,551.0
2026,충남,당진시,경·소형,현대자동차,캐스퍼 일렉트릭 기본형 15인치,490.0,463.0,953.0
2026,충남,당진시,경·소형,현대자동차,캐스퍼 일렉트릭 크로스 17인치,487.0,460.0,947.0
2026,충남,당진시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,490.0,463.0,953.0
2026,충남,당진시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),490.0,463.0,953.0
2026,충남,당진시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,514.0,531.0,1045.0
2026,충남,당진시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,514.0,531.0,1045.0
2026,충남,당진시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459.0,475.0,934.0
2026,충남,당진시,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437.0,452.0,889.0
2026,충남,금산군,일반승용,BMW,MINI Aceman E,400.0,414.0,814.0
2026,충남,금산군,일반승용,BMW,MINI Aceman SE,400.0,414.0,814.0
2026,충남,금산군,일반승용,BMW,MINI Cooper SE,396.0,410.0,806.0
2026,충남,금산군,일반승용,BMW,MINI Countryman E,217.0,225.0,442.0
2026,충남,금산군,일반승용,BMW,MINI Countryman SE ALL4,203.0,210.0,413.0
2026,충남,금산군,일반승용,BMW,MINI JCW Aceman E,197.0,204.0,401.0
2026,충남,금산군,일반승용,BMW,MINI JCW E,191.0,198.0,389.0
2026,충남,금산군,일반승용,BMW,i4 M60 LCI (71HD),233.0,241.0,474.0
2026,충남,금산군,일반승용,BMW,i4 eDrive 40 LCI(21HD),244.0,252.0,496.0
2026,충남,금산군,일반승용,BMW,i4 eDrive 40 LCI(61HD),256.0,265.0,521.0
2026,충남,금산군,일반승용,BMW,i5 eDrive 40,262.0,271.0,533.0
2026,충남,금산군,일반승용,BMW,iX1 eDrive20,212.0,219.0,431.0
2026,충남,금산군,일반승용,BMW,iX1 xDrive30,192.0,198.0,390.0
2026,충남,금산군,일반승용,BMW,iX2 eDrive20,214.0,222.0,436.0
2026,충남,금산군,일반승용,기아,EV3 GT,248.0,257.0,505.0
2026,충남,금산군,일반승용,기아,EV3 롱레인지 2WD 17인치,555.0,574.0,1129.0
